"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-06","6.26"," 1050","0.00",,,,"82","42","   70","   80","29.1","36.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-07","3.13"," 0333","0.00",,,,"74","47","  220","  140","16.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-08","7.16"," 1143","0.00",,,,"70","45","   80","   90","21.0","25.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-09","18.79"," 0639","0.00",,,,"69","55","   60","   60","32.0","44.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-10","14.32"," 1004","0.00",,,,"72","41","   60","   70","32.0","40.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-11","7.61"," 1014","0.00",,,,"78","39","   70","   60","29.1","35.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-12","6.49"," 1040","0.00",,,,"80","43","  100","   90","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-13","3.13"," 1356","0.00",,,,"67","41","  220","  210","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-14","4.92"," 2301","0.00",,,,"62","43","  300","  330","13.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-15","4.92"," 1624","0.30",,,,"64","54","  200","  190","16.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-16","9.40"," 1622","0.54",,,,"61","44","  260","  260","25.1","32.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-17","4.70"," 1404","0.00",,,,"59","37","  200","  210","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-18","13.42"," 2018","0.20",,,,"58","48","  210","  180","21.9","29.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-19","5.82"," 0203","0.43",,,,"56","40","  270","  220","23.9","48.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-20","3.80"," 0916","0.00",,,,"59","36","  220","  310","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-21","3.80"," 1549","0.00",,,,"58","39","  230","  220","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-22","4.92"," 0930","0.00",,,,"60","39","  230","  120","15.0","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-23","6.93"," 1912","0.00",,,,"60","38","  260","  270","19.9","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-24","5.59"," 1323","0.00",,,,"59","38","  230","  200","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-25","7.61"," 2027","0.67",,,,"55","44","  220","  220","21.0","25.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-26","8.95"," 1509","0.08",,,,"55","36","  260","  260","23.9","29.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-27","4.03"," 1049","0.00",,,,"57","32","  220","  330","13.0","30.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-02-28","5.14"," 1211","0.00",,,,"63","35","  280","  280","16.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-01","5.14"," 2204","0.00",,,,"61","36","  100","  140","15.0","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-02","2.68"," 1044","0.18",,,,"61","43","  230","  280","10.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-03","4.03"," 1321","0.02",,,,"63","49","  260","  270","23.9","31.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-04","3.13"," 1956","0.00",,,,"69","43","  100","  210","14.1","99.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-05","4.70"," 0732","0.00",,,,"76","45","  260","  210","14.1","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-06","8.95"," 1708","0.01",,,,"63","48","  260","  260","23.9","28.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-07","18.12"," 1421","0.00",,,,"64","48","  280","  280","36.9","44.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-08","4.47"," 1505","0.00",,,,"71","41","  290","  290","17.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-09","4.25"," 1001","0.00",,,,"80","46","   70","   60","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-10","3.36"," 1253","0.00",,,,"73","45","  280","  280","12.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-11","4.70"," 1424","0.00",,,,"66","45","  240","  250","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-12","3.80"," 1332","0.00",,,,"63","44","  220","  220","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-13","3.80"," 1342","0.00",,,,"68","44","  260","  320","19.9","31.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-14","3.58"," 1235","0.00",,,,"72","46","  240","  230","12.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-15","4.70"," 1204","0.00",,,,"75","49","  260","  260","17.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-16","3.36"," 0716","0.00",,,,"69","48","  200","  340","13.0","28.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-17","3.36"," 0928","0.00",,,,"71","47","  280","  210","12.1","29.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-18","7.16"," 1700","0.53",,,,"64","39","  270","  270","23.0","28.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-19","5.37"," 2259","0.07",,,,"58","50","   70","   70","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-20","9.84"," 0957","4.91",,,,"57","47","  160","  150","30.0","46.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-21","6.71"," 2251","0.07",,,,"59","44","  260","  350","21.0","25.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-22","5.37"," 1405","0.00",,,,"60","44","  220","  220","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-23","5.14"," 1631","0.42",,,,"57","40","   60","   60","15.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-24","4.92"," 1617","0.08",,,,"59","41","  200","  210","15.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-25","9.17"," 0223","0.27",,,,"61","49","  260","  260","19.9","25.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-26","5.82"," 1607","0.00",,,,"59","45","  200","  190","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-27","4.25"," 1434","0.07",,,,"63","49","  290","  260","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-28",," 1425","0.00",,,,"65","44","  200","  260","10.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-29",," 1637","0.00",,,,"67","53","  220","  220","12.1","31.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-30","3.58"," 0910","0.00",,,,"81","48","  280","  210","15.0","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-03-31","3.80"," 1521","0.00",,,,"85","54","  290","  220","13.0","30.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-01","4.25"," 1222","0.00",,,,"78","53","  240","  240","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-02","5.14"," 0052","0.00",,,,"62","57","  220","  220","17.0","23.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-03","4.70"," 1049","0.00",,,,"65","52","  270","  240","14.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-04","4.47"," 1041","0.00",,,,"71","46","  230","  210","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-05","4.70"," 1524","0.00",,,,"70","48","  220","  210","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-06","4.25"," 2338","0.00",,,,"68","53","  130","  150","16.1","33.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-07","13.20"," 1506","0.00",,,,"61","47","  260","  270","30.0","36.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-08","5.14"," 1226","0.00",,,,"57","36","  240","  210","16.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-09","5.59"," 1536","0.00",,,,"61","36","  270","  290","19.9","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-10","5.82"," 1259","0.00",,,,"64","46","  270","  220","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-11","3.80"," 1316","0.00",,,,"69","45","  270","  280","16.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-12","4.92"," 1224","0.00",,,,"65","45","  260","  250","13.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-13","6.04"," 1658","0.00",,,,"64","47","  280","  280","21.0","25.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-14","5.14"," 1347","0.00",,,,"72","42","  270","  270","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-15","4.25"," 2020","0.00",,,,"82","47","  270","  330","15.0","23.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-16","3.80"," 1114","0.00",,,,"84","53","  270","  290","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-17","5.82"," 2218","0.00",,,,"70","53","  230","   30","13.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-18","3.80"," 1633","0.03",,,,"68","54","  270","   20","14.1","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-19","4.92"," 1452","0.00",,,,"68","49","  260","  260","17.0","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-20","4.03"," 0908","0.00",,,,"68","55","  250","  260","14.1","25.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-21","7.16"," 1116","0.00",,,,"68","52","  270","  270","19.9","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-22","4.03"," 1437","0.00",,,,"66","47","  260","  250","16.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-23","6.71"," 1502","0.00",,,,"67","48","  230","  230","17.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-24","6.71"," 1513","0.00",,,,"65","50","  260","  260","23.0","25.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-25","5.37"," 1603","0.00",,,,"72","48","  270","  270","21.0","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-26","5.37"," 1303","0.00",,,,"75","48","  270","  270","16.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-27","4.47"," 1240","0.00",,,,"75","47","  280","  270","15.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-28","5.59"," 1509","0.00",,,,"73","49","  240","  240","21.9","25.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-29","5.82"," 1241","0.00",,,,"71","49","  260","  260","16.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-04-30","14.99"," 0802","0.00",,,,"80","45","   60","   70","33.1","48.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-01","9.84"," 0853","0.00",,,,"83","46","   80","   80","29.1","35.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-02","5.37"," 1719","0.00",,,,"86","48","  280","  290","18.1","23.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-03","4.92"," 1249","0.00",,,,"86","49","  260","  260","16.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-04","3.58"," 1422","0.00",,,,"79","51","  230","  240","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-05","4.70"," 1204","0.00",,,,"71","51","  240","  220","12.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-06","4.70"," 1216","0.00",,,,"65","54","  230","  230","14.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-07","5.14"," 1623","0.00",,,,"66","54","  280","  260","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-08","9.62"," 1749","0.00",,,,"67","50","  270","  290","25.9","33.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-09","8.05"," 1458","0.11",,,,"65","44","  270","  270","23.0","29.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-10","5.82"," 1238","0.01",,,,"68","47","  230","  220","14.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-11","4.92"," 1205","0.00",,,,"68","46","  230","  220","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-12","4.25"," 1413","0.00",,,,"73","47","  240","  260","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-13","5.37"," 1120","0.00",,,,"71","48","  230","  240","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-14","5.82"," 1744","0.00",,,,"67","51","  280","  280","17.0","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-15","10.29"," 1708","0.04",,,,"64","46","  260","  280","23.0","29.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-16","7.61"," 1630","0.02",,,,"64","42","  270","  270","18.1","23.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-17","8.05"," 1411","0.26",,,,"65","49","  210","  220","16.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-18","16.33"," 1540","0.02",,,,"67","51","  260","  260","31.1","36.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-19","5.37"," 1642","0.00",,,,"67","46","  270","  270","21.0","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-20","5.14"," 1252","0.00",,,,"67","47","  230","  250","15.0","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-21","4.70"," 1452","0.00",,,,"68","50","  270","  260","13.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-22","4.92"," 1444","0.00",,,,"67","51","  240","  240","15.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-23","6.26"," 0720","0.00",,,,"67","51","  260","  330","17.0","31.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-24","4.92"," 1133","0.00",,,,"67","44","  220","  230","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-25","5.14"," 1541","0.00",,,,"69","46","  260","  260","17.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-26","5.37"," 0739","0.00",,,,"68","49","  210","  200","15.0","29.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-27","5.59"," 1319","0.00",,,,"74","49","  240","  240","13.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-28","11.41"," 1849","0.00",,,,"70","53","  280","  260","25.1","32.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-29","16.11"," 1213","0.00",,,,"71","51","  280","  270","36.0","40.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-30","4.03"," 1448","0.00",,,,"72","44","  270","  220","14.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-05-31","5.37"," 1251","0.00",,,,"70","45","  270","  270","16.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-01","8.50"," 1512","0.00",,,,"71","50","  270","  260","25.1","31.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-02","5.37"," 1502","0.00",,,,"73","47","  270","  270","19.9","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-03","5.82"," 1352","0.00",,,,"70","48","  280","  260","16.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-04","6.26"," 1156","0.00",,,,"70","49","  190","  190","21.9","28.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-05","7.16"," 1209","0.00",,,,"72","55","  220","  210","17.0","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-06","6.71"," 1445","0.07",,,,"71","55","  260","  200","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-07","4.47"," 1218","0.00",,,,"73","50","  240","  240","16.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-08","4.47"," 1351","0.00",,,,"69","54","  230","  230","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-09","4.03"," 1408","0.00",,,,"69","51","  260","  270","13.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-10","3.80"," 1509","0.00",,,,"66","54","  280","  260","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-11","5.82"," 1450","0.00",,,,"67","54","  270","  270","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-12","4.03"," 0104","0.00",,,,"72","51","  270","  150","13.0","25.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-13","4.47"," 2154","0.00",,,,"71","49","  220","   10","16.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-14","3.80"," 1403","0.00",,,,"73","52","  280","  260","12.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-15","4.70"," 1442","0.00",,,,"70","55","  230","  230","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-16","4.47"," 0737","0.01",,,,"71","60","  260","  230","13.0","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-17","5.82"," 2356","0.00",,,,"73","57","  270","   90","15.0","30.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-18","4.70"," 2356","0.00",,,,"71","58","  260","   90","14.1","30.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-19","4.25"," 0325","0.00",,,,"72","59","  240","  260","13.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-20","4.25"," 1042","0.00",,,,"76","54","  260","  220","13.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-21","4.25"," 1530","0.00",,,,"76","59","  220","  200","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-22","4.70"," 1301","0.00",,,,"74","60","  230","  230","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-23","4.70"," 0116","0.00",,,,"73","60","  240","   30","14.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-24","3.36"," 1536","0.00",,,,"73","57","  270","  270","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-25","4.03"," 1149","0.00",,,,"72","59","  260","  260","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-26","4.47"," 1216","0.00",,,,"76","57","  230","  270","13.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-27","4.03"," 1353","0.00",,,,"79","57","  260","  230","12.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-28","4.92"," 1457","0.00",,,,"75","60","  270","  260","16.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-29","5.82"," 1516","0.00",,,,"76","60","  270","  280","21.0","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-06-30","4.03"," 1229","0.00",,,,"81","55","  200","  270","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-01","4.70"," 1440","0.00",,,,"84","60","  230","  260","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-02","5.14"," 1509","0.00",,,,"83","62","  220","  250","12.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-03","5.14"," 1117","0.00",,,,"75","61","  230","  230","14.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-04","4.03"," 1231","0.00",,,,"83","58","  270","  220","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-05","5.37"," 1428","0.00",,,,"85","66","  200","  210","15.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-06","4.70"," 1427","0.00",,,,"87","68","  230","  260","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-07","4.47"," 1150","0.00",,,,"84","66","  240","  230","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-08","4.92"," 1259","0.00",,,,"81","65","  250","  240","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-09","5.14"," 1107","0.00",,,,"77","63","  240","  240","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-10","4.70"," 1521","0.00",,,,"76","61","  260","  270","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-11","5.82"," 1400","0.00",,,,"76","61","  280","  260","15.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-12","6.04"," 1445","0.00",,,,"75","62","  270","  280","15.0","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-13","4.92"," 1415","0.00",,,,"75","61","  260","  260","16.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-14","4.92"," 1443","0.00",,,,"74","58","  260","  270","15.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-15","5.82"," 1327","0.00",,,,"76","63","  270","  250","15.0","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-16","5.37"," 1222","0.00",,,,"75","54","  240","  210","15.0","23.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-17","4.92"," 1532","0.00",,,,"77","54","  270","  270","13.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-18","4.47"," 1252","0.00",,,,"81","54","  270","  270","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-19","4.70"," 1451","0.00",,,,"81","55","  280","  320","15.0","31.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-20","4.03"," 1258","0.00",,,,"74","56","  250","  250","13.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-21","4.92"," 1403","0.00",,,,"71","54","  270","  250","13.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-22","4.70"," 1318","0.00",,,,"74","60","  230","  220","13.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-23","4.25"," 1548","0.00",,,,"75","60","  270","  270","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-24","3.80"," 1221","0.00",,,,"74","57","  280","  270","12.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-25","5.14"," 1211","0.00",,,,"78","60","  260","  260","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-26","5.14"," 1149","0.00",,,,"77","57","  240","  230","16.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-27","5.82"," 1106","0.00",,,,"78","56","  220","  210","16.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-28","5.14"," 1320","0.00",,,,"79","60","  220","  220","14.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-29","6.04"," 1417","0.00",,,,"74","58","  260","  270","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-30","5.82"," 1215","0.00",,,,"74","62","  260","  270","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-07-31","4.25"," 1508","0.00",,,,"78","61","  260","  260","15.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-01","4.70"," 1252","0.00",,,,"79","59","  260","  270","14.1","25.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-02","4.25"," 1605","0.00",,,,"81","58","  250","  240","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-03","3.80"," 1422","0.00",,,,"77","58","  250","  260","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-04","4.03"," 1510","0.00",,,,"80","57","  260","  260","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-05","4.47"," 1203","0.00",,,,"75","58","  240","  240","14.1","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-06","3.58"," 1224","0.00",,,,"73","61","  240","  230","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-07","4.70"," 1401","0.00",,,,"75","61","  240","  240","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-08","4.92"," 1301","0.00",,,,"76","62","  240","  230","12.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-09","3.80"," 1444","0.00",,,,"75","61","  230","  230","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-10","4.92"," 1501","0.00",,,,"76","62","  240","  230","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-11","5.14"," 1514","0.00",,,,"76","63","  260","  260","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-12","3.13"," 1409","0.00",,,,"75","63","  230","  240","14.1","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-13","4.70"," 1512","0.00",,,,"76","63","  240","  230","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-14","3.58"," 1446","0.00",,,,"76","63","  270","  260","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-15","3.80"," 1308","0.00",,,,"77","62","  260","  270","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-16","4.03"," 1454","0.00",,,,"78","61","  260","  260","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-17","3.13"," 1149","0.00",,,,"80","61","  230","  260","12.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-18","4.03"," 0139","0.00",,,,"82","60","  240","  150","13.0","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-19","3.80"," 1326","0.00",,,,"76","63","  220","  240","13.0","18.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-20","5.14"," 1453","0.00",,,,"77","62","  240","  240","15.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-21","4.47"," 1335","0.00",,,,"76","60","  270","  250","14.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-22","4.03"," 1408","0.00",,,,"77","62","  280","  280","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-23","3.80"," 1347","0.00",,,,"79","61","  260","  270","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-24","3.58"," 1619","0.00",,,,"81","63","  240","  230","10.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-25","3.58"," 2320","0.00",,,,"84","61","  200","  150","14.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-26","3.36"," 1248","0.00",,,,"78","62","  270","  260","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-27","3.58"," 1436","0.00",,,,"83","61","  240","  270","10.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2011-08-28","4.03"," 1443","0.00",,,,"81","61","  250","  250","10.1","14.1"
