"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-03-30","4.47"," 1356"," 1355","0.00",,,"60","70","49","  260","  260","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-03-31","3.80"," 1401"," 1441","0.00",,,"60","64","56","  230","  210","10.1","12.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-01","5.82"," 2300"," 2259","0.01",,,"57","58","55","  270","  270","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-02","5.59"," 1341"," 1439","0.01",,,"58","66","50","  230","  230","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-03","3.80",,,,,,,,,,,,
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-04","7.16"," 1547"," 1511","0.00",,,"55","64","46","  190","  160","17.0","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-05","6.71"," 1627"," 1227","0.00",,,"54","63","44","  250","  230","17.0","23.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-06","6.49"," 1527"," 1537","0.19",,,"52","63","41","  270","  250","21.0","23.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-07","15.21"," 1722"," 1454","0.39",,,"51","57","45","  270","  250","31.1","38.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-08","7.16"," 1614"," 1613","0.00",,,"49","60","37","  270","  270","21.9","25.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-09","6.93"," 1419"," 1519","0.00",,,"50","59","41","  260","  270","23.0","25.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-10","8.28"," 1606"," 1601","0.00",,,"52","64","40","  270","  260","25.9","32.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-11","8.05"," 2043"," 2042","0.00",,,"54","62","46","  270","  270","23.9","28.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-12","5.37"," 1443"," 1329","0.00",,,"55","66","44","  220","  230","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-13","5.14"," 1523"," 1411","0.00",,,"56","68","43","  240","  230","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-14","4.47"," 1609"," 1556","0.00",,,"55","65","45","  260","  250","16.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-15","4.70"," 1333"," 1236","0.00",,,"55","66","44","  260","  210","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-16","4.47"," 1433"," 1528","0.00",,,"56","67","45","  270","  260","15.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-17","4.03"," 1339"," 1333","0.00",,,"60","74","45","  250","  250","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-18","5.82"," 1326"," 1454","0.00",,,"59","66","52","  260","  250","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-19","10.29"," 1857"," 1834","0.00",,,"58","65","50","  270","  280","23.0","25.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-20","8.05"," 1957"," 1956","0.24",,,"54","62","45","  200","  200","21.9","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-21","11.63"," 0434"," 0433","0.00",,,"54","61","47","  270","  270","29.1","36.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-22","4.70"," 1205"," 1204","0.00",,,"54","65","43","  210","  200","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-23","3.80"," 1437"," 1436","0.00",,,"60","73","47","  260","  260","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-24","6.49"," 1012"," 0957","0.00",,,"74","94","53","   40","   50","23.0","25.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-25","5.14"," 0852"," 1207","0.00",,,"65","77","52","  210","  230","14.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-26","6.04"," 1140"," 1144","0.00",,,"59","66","52","  240","  240","16.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-27","5.82"," 1502"," 1456","0.00",,,"58","63","53","  260","  260","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-28","4.70"," 1503"," 1621","0.00",,,"57","61","53","  260","  260","10.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-29","3.58"," 1305"," 1314","0.00",,,"61","68","54","  220","  230","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-04-30","4.70"," 1303"," 1244","0.00",,,"59","69","49","  210","  200","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-01","4.70"," 1342"," 1324","0.00",,,"59","63","54","  220","  220","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-02","4.92"," 1409"," 1548","0.00",,,"60","67","53","  200","  220","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-03","13.20"," 0735"," 0727","0.00",,,"66","86","46","   60","   60","38.9","47.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-04","5.59"," 1300"," 1247","0.00",,,"62","75","48","  220","  230","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-05","4.70"," 1358"," 1212","0.00",,,"61","72","50","  220","  210","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-06","4.70"," 1423"," 1109","0.00",,,"63","75","50","  230","  220","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-07","4.70"," 1339"," 1553","0.00",,,"65","78","52","  210","  210","12.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-08","4.47"," 1338"," 1247","0.00",,,"67","79","54","  270","  230","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-09","4.92"," 1242"," 1237","0.00",,,"64","73","55","  220","  210","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-10","4.92"," 1559"," 1536","0.00",,,"64","70","58","  200","  220","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-11","6.26"," 1121"," 1506","0.00",,,"63","69","57","  220","  230","15.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-12","6.71"," 1403"," 1325","0.00",,,"62","67","57","  270","  260","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-13","5.82"," 1750"," 1744","0.00",,,"62","66","57","  250","  260","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-14","4.92"," 1344"," 1223","0.00",,,"63","69","56","  250","  230","14.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-15","4.03"," 1612"," 1526","0.00",,,"62","70","54","  260","  230","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-16","4.92"," 1436"," 1436","0.00",,,"64","68","59","  210","  210","15.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-17","3.58"," 1403"," 1224","0.00",,,"66","73","58","  240","  240","14.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-18","5.14"," 1741"," 1456","0.00",,,"64","68","60","  270","  210","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-19","5.37"," 1202"," 1328","0.00",,,"65","69","60","  200","  220","13.0","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-20","4.70"," 1726"," 1725","0.00",,,"63","66","59","  260","  250","12.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-21","3.80"," 1624"," 1537","0.00",,,"64","70","58","  270","  240","12.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-22","4.25"," 1437"," 1217","0.00",,,"65","72","58","  260","  260","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-23","5.82"," 1241"," 1229","0.00",,,"68","78","57","  210","  210","12.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-24","6.71"," 1346"," 1634","0.00",,,"67","73","60","  260","  240","17.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-25","5.59"," 1256"," 1256","0.00",,,"67","72","62","  230","  230","16.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-26","5.59"," 1434"," 1453","0.00",,,"64","68","60","  220","  220","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-27","6.71"," 1859"," 1154","0.03",,,"63","64","61","  260","  230","10.1","13.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-28","7.16"," 1544"," 1426","0.00",,,"64","71","56","  240","  200","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-29","4.92"," 1607"," 1103","0.00",,,"63","74","51","  240","  200","12.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-30","5.59"," 1210"," 1420","0.00",,,"63","71","54","  230","  200","15.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-05-31","4.70"," 1640"," 1634","0.00",,,"61","75","47","  240","  250","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-01","5.14"," 1417"," 1416","0.00",,,"65","68","62","  270","  270","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-02","7.16"," 1733"," 1405","0.00",,,"63","68","58","  270","  240","12.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-03","4.70"," 1317"," 1237","0.00",,,"63","71","55","  200","  200","15.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-04","6.26"," 1324"," 1050","0.00",,,"63","72","53","  210","  210","15.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-05","5.14"," 1419"," 1358","0.00",,,"62","71","52","  230","  220","14.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-06","5.14"," 1210"," 1209","0.00",,,"64","73","54","  230","  220","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-07","4.92"," 1412"," 1429","0.00",,,"67","74","59","  210","  240","15.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-08","4.47"," 1537"," 1459","0.00",,,"68","74","61","  250","  250","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-09","4.25"," 1515"," 1314","0.00",,,"66","73","58","  230","  240","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-10","5.59"," 1222"," 1332","0.00",,,"64","72","55","  250","  230","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-11","5.37"," 1115"," 1340","0.00",,,"63","72","54","  220","  240","15.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-12","5.59"," 1301"," 1202","0.00",,,"64","71","57","  210","  200","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-13","6.04"," 1430"," 1253","0.00",,,"64","73","55","  230","  210","16.1","21.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-14","4.70"," 1641"," 1227","0.00",,,"70","86","53","  250","  280","14.1","23.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-15","5.37"," 1732"," 1255","0.00",,,"68","80","56","  280","  210","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-16","5.82"," 1526"," 1522","0.00",,,"68","78","57","  200","  210","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-17","5.37"," 0951"," 1314","0.00",,,"67","74","59","  200","  250","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-18","5.59"," 1416"," 1418","0.00",,,"68","75","61","  210","  200","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-19","5.37"," 1320"," 1335","0.00",,,"69","78","59","  240","  240","17.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-20","5.59"," 1301"," 1315","0.00",,,"69","77","60","  250","  250","17.9","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-21","4.70"," 1228"," 1539","0.00",,,"68","81","55","  210","  210","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-22","4.70"," 1244"," 1244","0.00",,,"71","82","59","  230","  230","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-23","5.59"," 1406"," 0921","0.00",,,"69","78","60","  240","  220","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-24","4.70"," 1327"," 1438","0.00",,,"68","76","60","  220","  270","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-25","5.59"," 1315"," 1319","0.00",,,"65","76","54","  220","  220","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-26","5.59"," 1745"," 1618","0.00",,,"68","76","59","  250","  270","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-28","5.14"," 1448"," 1410","0.00",,,"65","76","54","  250","  260","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-29","5.14"," 1431"," 1506","0.00",,,"68","76","59","  260","  260","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-06-30","4.70"," 1804"," 1643","0.00",,,"67","75","59","  270","  250","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-01","5.59"," 1404"," 1404","0.00",,,"68","77","59","  220","  230","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-02","4.47"," 1437"," 1436","0.00",,,"71","82","60","  220","  230","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-03","5.59"," 2321"," 1218","0.00",,,"71","80","62","  280","  220","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-04","5.59"," 0436"," 0435","0.00",,,"72","79","64","   50","   50","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-05","4.70"," 1133"," 1148","0.00",,,"71","80","62","  220","  230","15.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-06","4.70"," 1618"," 1607","0.00",,,"71","76","66","  210","  230","10.1","13.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-07","5.82"," 1206"," 1120","0.00",,,"70","77","63","  220","  230","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-08","6.04"," 1515"," 1716","0.00",,,"67","73","60","  240","  250","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-09","6.49"," 1535"," 1530","0.00",,,"67","72","61","  260","  260","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-10","6.71"," 1539"," 1541","0.00",,,"66","71","60","  250","  250","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-11","5.59"," 1640"," 1518","0.00",,,"64","71","56","  250","  260","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-12","5.59"," 1524"," 1524","0.00",,,"63","75","51","  250","  260","17.0","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-13","5.14"," 1519"," 1313","0.00",,,"67","76","57","  260","  240","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-14","4.47"," 1317"," 1306","0.00",,,"64","71","57","  220","  250","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-15","4.92"," 1605"," 1612","0.00",,,"65","72","57","  260","  250","15.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-16","5.82"," 1703"," 1348","0.00",,,"65","73","57","  250","  230","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-17","5.14"," 1307"," 1334","0.00",,,"63","73","53","  240","  210","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-18","4.92"," 1524"," 1328","0.00",,,"64","73","54","  250","  220","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-19","5.59"," 1204"," 1203","0.00",,,"64","72","56","  230","  230","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-20","4.70"," 1411"," 1448","0.00",,,"64","72","56","  250","  270","14.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-21","5.14"," 1358"," 1249","0.00",,,"63","74","52","  240","  220","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-22","4.92"," 1602"," 1439","0.00",,,"63","74","52","  260","  230","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-23","5.37"," 1542"," 1218","0.00",,,"65","71","59","  250","  230","14.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-24","5.59"," 1318"," 1214","0.00",,,"66","72","60","  250","  240","14.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-25","5.82"," 1625"," 1240","0.00",,,"66","72","59","  240","  230","13.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-26","4.03"," 1436"," 1330","0.00",,,"66","71","60","  250","  260","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-27","5.14"," 1402"," 1241","0.00",,,"67","73","60","  220","  230","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-28","4.70"," 1352"," 1439","0.00",,,"66","72","60","  260","  250","12.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-29","4.70"," 1528"," 1207","0.00",,,"66","72","59","  240","  220","14.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-30","5.82"," 1351"," 1350","0.00",,,"65","70","59","  240","  240","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-07-31","5.14"," 1259"," 1132","0.00",,,"66","74","57","  240","  200","14.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-01","4.25"," 1422"," 1443","0.00",,,"66","73","59","  220","  220","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-02","4.25"," 1257"," 1205","0.00",,,"66","71","60","  230","  220","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-03","5.14"," 1420"," 1432","0.00",,,"64","68","59","  250","  230","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-04","4.70"," 1428"," 1325","0.00",,,"66","73","58","  230","  240","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-05","4.92"," 1449"," 1445","0.00",,,"67","78","55","  250","  230","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-06","4.47"," 1521"," 1521","0.00",,,"66","76","55","  250","  260","12.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-07","4.92"," 1133"," 1127","0.00",,,"67","75","59","  260","  260","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-08","4.70"," 1330"," 1459","0.00",,,"65","71","59","  260","  260","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-09","4.25"," 1418"," 1408","0.00",,,"65","71","59","  260","  260","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-10","4.25"," 1510"," 1509","0.00",,,"67","73","60","  240","  230","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-11","4.47"," 1111"," 1116","0.00",,,"66","77","55","  220","  220","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-12","4.70"," 1232"," 1231","0.00",,,"65","75","55","  250","  250","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-13","4.47"," 1534"," 1450","0.00",,,"67","75","58","  250","  250","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-14","4.92"," 1453"," 1423","0.00",,,"65","76","54","  240","  240","12.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-15","4.47"," 1326"," 1146","0.00",,,"65","73","57","  230","  250","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-16","5.59"," 1500"," 1436","0.00",,,"66","74","58","  250","  270","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-17","4.03"," 1317"," 1410","0.00",,,"67","76","57","  260","  260","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-18","4.47"," 1109"," 1108","0.00",,,"67","77","56","  220","  210","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-19","5.14"," 1214"," 1427","0.00",,,"65","74","55","  230","  200","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-20","4.47"," 1318"," 1326","0.00",,,"66","74","58","  220","  250","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-21","4.47"," 1215"," 1156","0.00",,,"64","73","55","  230","  240","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-22","4.25"," 1344"," 1336","0.00",,,"65","74","56","  250","  240","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-23","4.92"," 1235"," 1324","0.00",,,"66","75","57","  210","  230","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-24","4.25"," 1514"," 1439","0.00",,,"67","79","54","  230","  250","12.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-25","4.25"," 1358"," 1258","0.00",,,"69","80","57","  250","  240","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-26","4.70"," 1128"," 1127","0.00",,,"69","77","60","  240","  240","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-27","4.25"," 1349"," 1312","0.00",,,"69","77","61","  240","  240","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-28","5.37"," 1148"," 1402","0.00",,,"69","75","62","  230","  210","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-29","6.04"," 1302"," 1252","0.00",,,"70","76","64","  210","  210","17.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-30","5.59"," 1314"," 1334","0.00",,,"69","76","61","  200","  200","16.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-08-31","4.92"," 1307"," 1201","0.00",,,"66","74","57","  210","  220","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-01","4.92"," 1426"," 1340","0.00",,,"70","77","63","  240","  240","13.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-02","4.70"," 1456"," 1454","0.00",,,"71","77","64","  260","  260","12.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-03","4.47"," 1533"," 1547","0.00",,,"70","76","64","  250","  250","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-04","4.70"," 1504"," 1252","0.00",,,"71","76","65","  270","  230","14.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-05","4.03"," 1210"," 1206","0.00",,,"69","76","62","  250","  260","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-06","5.14"," 1431"," 1430","0.00",,,"67","75","58","  210","  210","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-07","6.04"," 1530"," 1535","0.00",,,"67","71","62","  260","  250","16.1","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-08","6.93"," 1703"," 1613","0.00",,,"67","71","63","  260","  260","15.0","17.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-09","4.92"," 1521"," 1534","0.00",,,"65","71","58","  260","  250","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-10","5.59"," 1512"," 1452","0.00",,,"64","75","53","  250","  230","15.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-11","6.04"," 1506"," 1410","0.00",,,"69","77","61","  250","  260","15.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-12","5.37"," 1602"," 1236","0.00",,,"66","76","55","  250","  260","16.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-13","4.25"," 1236"," 1508","0.00",,,"66","79","53","  250","  270","13.0","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-14","4.03"," 1333"," 1332","0.00",,,"64","76","52","  250","  240","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-15","4.70"," 1312"," 1507","0.00",,,"66","75","56","  250","  260","13.0","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-16","4.47"," 1202"," 1413","0.00",,,"66","73","58","  220","  250","14.1","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-17","5.59"," 1552"," 1410","0.00",,,"68","74","62","  260","  220","13.0","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-18","4.25"," 1348"," 1334","0.00",,,"65","69","61","  250","  250","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-19","4.70"," 1613"," 1528","0.00",,,"66","71","61","  280","  250","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-20","4.70"," 1548"," 1335","0.00",,,"65","70","60","  270","  260","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-21","4.03"," 1236"," 1233","0.00",,,"66","74","58","  250","  250","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-22","3.80"," 1404"," 1403","0.00",,,"66","72","59","  260","  250","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-23","3.80"," 1433"," 1306","0.00",,,"65","73","57","  260","  260","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-24","4.25"," 1113"," 1111","0.00",,,"67","79","55","  250","  250","13.0","16.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-25","4.70"," 1240"," 1216","0.00",,,"68","79","56","  240","  240","12.1","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-26","3.80"," 1351"," 1335","0.00",,,"67","81","52","  230","  220","12.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-27","4.03"," 1353"," 1348","0.00",,,"66","80","51","  260","  250","13.0","15.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-28","5.14"," 1311"," 1242","0.00",,,"64","77","51","  210","  230","12.1","19.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-29","4.03"," 1056"," 1249","0.00",,,"67","80","54","  190","  230","12.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-09-30","4.25"," 1236"," 1235","0.00",,,"71","86","56","  210","  210","16.1","17.9"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-10-01","5.14"," 1007"," 1253","0.00",,,"69","78","59","  260","  230","12.1","14.1"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-10-02","3.58"," 1533"," 1533","0.00",,,"68","77","58","  270","  260","10.1","13.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-10-03","4.70"," 1306"," 1300","0.00",,,"66","75","56","  240","  240","17.0","21.0"
"USW00023136","CAMARILLO AIRPORT, CA US","2001-10-04","5.37"," 1256"," 1256","0.00",,,"68","74","61","  270","  270","16.1","17.9"
