"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-07-12","0.00",,,"72","61","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-07-13","0.00",,,"73","61","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-07-14","0.00",,,"73","59","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-07-15","0.00",,,"72","60","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-07-16","0.00",,,"72","55","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-07-17","0.00",,,"73","56","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-07-18","0.00",,,"76","57","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-07-19","0.00",,,"76","56","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-07-20","0.00",,,"72","59","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-07-21","0.00",,,"71","58","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-07-22","0.00",,,"72","59","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-07-23","0.00",,,"73","58","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-07-24","0.00",,,"71","57","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-07-25","0.00",,,"74","58","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-07-26","0.00",,,"76","58","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-07-27","0.00",,,"74","60","64"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-07-28","0.00",,,"76","60","63"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-07-29","0.00",,,"69","61","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-07-30","0.00",,,"69","60","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-07-31","0.00",,,"73","59","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-01","0.00",,,"74","57","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-02","0.00",,,"74","58","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-03","0.00",,,"73","58","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-04","0.00",,,"75","54","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-05","0.00",,,"71","57","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-06","0.00",,,"70","59","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-07","0.00",,,"71","58","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-08","0.00",,,"72","59","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-09","0.00",,,"71","58","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-10","0.00",,,"74","59","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-11","0.00",,,"73","60","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-12","0.00",,,"71","60","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-13","0.00",,,"73","59","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-14","0.00",,,"71","60","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-15","0.00",,,"73","60","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-16","0.00",,,"73","60","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-17","0.00",,,"75","59","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-18","0.00",,,"76","57","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-19","0.00",,,"73","60","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-20","0.00",,,"74","59","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-21","0.00",,,"72","58","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-22","0.00",,,"71","60","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-23","0.00",,,"75","60","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-24","0.00",,,"76","60","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-25","0.00",,,"78","59","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-26","0.00",,,"72","60","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-27","0.00",,,"77","59","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-28","0.00",,,"75","59","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-29","0.00",,,"74","57","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-30","0.00",,,"70","56","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-08-31","0.00",,,"69","56","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-01","0.00",,,"66","57","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-02","0.00",,,"66","55","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-03","0.00",,,"65","55","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-04","0.00",,,"67","55","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-05","0.00",,,"77","57","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-06","0.00",,,"81","56","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-07","0.00",,,"90","60","66"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-08","0.00",,,"79","59","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-09","0.00",,,"73","56","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-10","0.00",,,"72","60","63"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-11","0.00",,,"73","58","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-12","0.00",,,"74","54","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-13","0.00",,,"76","57","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-14","0.00",,,"71","60","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-15","0.00",,,"72","60","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-16","0.00",,,"68","60","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-17","0.00",,,"72","57","57"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-18","0.00",,,"73","54","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-19","0.00",,,"70","57","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-20","0.00",,,"69","59","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-21","0.00",,,"71","60","63"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-22","0.00",,,"72","60","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-23","0.01",,,"73","60","63"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-24","0.00",,,"66","61","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-25","0.02",,,"69","59","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-26","0.00",,,"73","55","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-27","0.00",,,"78","56","63"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-28","0.00",,,"68","61","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-29","0.00",,,"73","62","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-09-30","0.00",,,"73","62","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-01","0.00",,,"77","57","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-02","0.00",,,"75","59","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-03","0.00",,,"71","55","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-04","0.00",,,"69","58","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-05","0.90",,,"64","57","57"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-06","0.00",,,"67","53","53"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-07","0.00",,,"72","48","54"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-08","0.00",,,"73","51","55"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-09","0.00",,,"77","52","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-10","0.00",,,"74","51","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-11","0.00",,,"81","54","66"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-12","0.00",,,"92","63","68"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-13","0.00",,,"93","63","63"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-14","0.00",,,"78","59","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-15","0.00",,,"69","58","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-16","0.00",,,"72","54","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-17","0.00",,,"73","54","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-18","0.00",,,"63","58","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-19","0.00",,,"67","56","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-20","0.01",,,"63","55","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-21","0.00",,,"71","57","57"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-22","0.01",,,"70","52","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-23","0.00",,,"65","54","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-24","0.00",,,"64","58","61"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-25","0.00",,,"65","59","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-26","0.00",,,"69","53","54"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-27","0.00",,,"79","48","51"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-28","0.00",,,"77","49","54"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-29","0.00",,,"74","49","54"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-30","0.00",,,"79","47","51"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-10-31","0.00",,,"70","47","55"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-01","0.00",,,"73","52","73"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-02","0.00",,,"79","61","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-03","0.00",,,"67","52","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-04","0.00",,,"61","46","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-05","0.00",,,"63","41","47"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-06","0.29",,,"61","46","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-07","0.00",,,"64","42","47"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-08","0.00",,,"66","43","49"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-09","0.00",,,"75","44","65"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-10","0.00",,,"73","59","62"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-11","0.37",,,"68","52","52"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-12","0.26",,,"64","51","55"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-13","0.00",,,"69","51","51"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-14","0.00",,,"63","47","53"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-15","0.00",,,"64","49","50"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-16","0.00",,,"64","46","50"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-17","0.00",,,"70","46","51"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-18","0.00",,,"61","50","55"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-19","0.00",,,"64","50","53"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-20","1.21",,,"54","46","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-21","0.00",,,"61","43","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-22","0.00",,,"66","43","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-23","0.00",,,"62","43","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-24","0.00",,,"63","49","49"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-25","0.00",,,"69","44","51"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-26","0.00",,,"82","46","67"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-27","0.00",,,"82","59","59"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-28","0.00",,,"81","55","55"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-29","0.00",,,"81","51","51"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-11-30","0.00",,,"67","45","51"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-01","0.00",,,"69","44","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-02","0.00",,,"66","42","44"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-03","0.00",,,"63","40","44"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-04","0.00",,,"63","39","42"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-05","0.00",,,"64","39","54"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-06","0.00",,,"66","42","45"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-07","0.00",,,"68","40","44"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-08","0.00",,,"64","40","42"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-09","0.00",,,"67","40","48"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-10","0.00",,,"65","43","44"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-11","0.00",,,"59","40","47"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-12","0.34",,,"53","47","50"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-13","0.00",,,"60","45","45"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-14","0.00",,,"61","42","44"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-15","0.00",,,"58","41","52"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-16","0.00",,,"71","44","58"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-17","0.02",,,"67","52","53"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-18","0.00",,,"61","44","45"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-19","0.00",,,"59","43","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-20","0.00",,,"64","41","45"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-21","0.00",,,"62","39","43"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-22","0.00",,,"64","42","42"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-23","0.00",,,"70","38","52"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-24","0.00",,,"76","44","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-25","0.00",,,"75","45","51"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-26","0.00",,,"67","41","45"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-27","0.00",,,"66","38","45"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-28","0.00",,,"72","45","50"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-29","0.00",,,"70","44","49"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-30","0.00",,,"63","43","47"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2011-12-31","0.00",,,"67","41","51"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-01","0.00",,,"82","44","49"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-02","0.00",,,"72","44","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-03","0.00",,,"75","50","54"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-04","0.00",,,"86","54","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-05","0.00",,,"80","51","51"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-06","0.00",,,"65","43","47"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-07","0.00",,,"66","41","65"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-08","0.00",,,"75","51","56"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-09","0.00",,,"78","48","50"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-10","0.00",,,"66","43","44"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-11","0.00",,,"64","42","54"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-12","0.00",,,"75","51","63"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-13","0.00",,,"77","54","56"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-14","0.00",,,"66","45","45"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-15","0.00",,,"65","44","51"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-16","0.00",,,"58","44","44"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-17","0.00",,,"59","42","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-18","0.00",,,"62","39","43"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-19","0.00",,,"63","38","43"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-20","0.09",,,"62","42","54"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-21","0.89",,,"63","46","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-22","0.00",,,"61","44","53"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-23","0.71",,,"57","48","48"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-24","0.00",,,"67","44","57"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-25","0.00",,,"80","51","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-26","0.00",,,"77","53","55"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-27","0.00",,,"77","50","65"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-28","0.00",,,"77","53","66"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-29","0.00",,,"78","50","53"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-30","0.00",,,"65","44","47"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-01-31","0.00",,,"62","41","47"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-01","0.00",,,"63","46","47"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-02","0.00",,,"66","44","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-03","0.00",,,"70","56","60"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-04","0.00",,,"72","52","57"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-05","0.00",,,"73","50","50"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-06","0.00",,,"69","46","56"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-07","0.06",,,"68","53","57"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-08","0.00",,,"76","51","53"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-09","0.00",,,"77","53","53"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-10","0.00",,,"67","45","55"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-11","0.00",,,"62","49","49"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-12","0.00",,,"61","44","54"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-13","0.00",,,"60","48","48"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-14","0.00",,,"60","39","45"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-15","0.03",,,"60","42","42"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-16","0.00",,,"70","38","47"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-17","0.00",,,"68","45","45"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-18","0.00",,,"60","40","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-19","0.00",,,"61","43","47"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-20","0.00",,,"61","42","45"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-21","0.00",,,"73","42","51"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-22","0.00",,,"75","51","51"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-23","0.00",,,"72","45","51"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-24","0.00",,,"61","46","52"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-25","0.00",,,"61","47","47"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-26","0.00",,,"62","39","50"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-27","0.00",,,"57","47","47"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-28","0.00",,,"58","36","43"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-02-29","0.00",,,"60","38","51"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-01","0.00",,,"63","43","43"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-02","0.00",,,"73","42","53"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-03","0.00",,,"77","47","57"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-04","0.00",,,"85","51","54"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-05","0.00",,,"74","51","51"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-06","0.00",,,"59","45","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-07","0.00",,,"63","37","41"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-08","0.00",,,"74","36","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-09","0.00",,,"84","46","54"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-10","0.00",,,"68","42","48"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-11","0.00",,,"61","45","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-12","0.00",,,"61","44","52"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-13","0.00",,,"60","49","49"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-14","0.00",,,"62","43","53"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-15","0.00",,,"62","52","54"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-16","0.00",,,"59","54","55"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-17","0.74",,,"55","44","44"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-18","0.00",,,"55","44","49"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-19","0.00",,,"58","40","48"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-20","0.00",,,"63","41","48"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-21","0.00",,,"70","45","52"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-22","0.00",,,"63","45","53"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-23","0.00",,,"62","50","50"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-24","0.00",,,"62","48","51"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-25","1.62",,,"54","45","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-26","0.00",,,"61","43","46"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-27","0.00",,,"62","43","48"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-28","0.00",,,"62","45","55"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-29","0.00",,,"62","52","52"
"USC00046572","OXNARD WEATHER FORECAST OFFICE, CA US","2012-03-30","0.00",,,"62","49","53"
